Manufacturer,Registrations,Date,Category
ROYAL-ENFIELD (UNIT OF EICHER LTD),9,2022-01-01,FOUR WHEELER
SHREE CARS PVT. LTD,1,2022-01-01,FOUR WHEELER
SKODA AUTO AS,2,2022-01-01,FOUR WHEELER
SKODA AUTO INDIA PVT LTD,833,2022-01-01,FOUR WHEELER
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,80998,2022-01-01,FOUR WHEELER
SML ISUZU LTD,5,2022-01-01,FOUR WHEELER
SMV,48,2022-01-01,FOUR WHEELER
SUZUKI MOTORCYCLE INDIA PVT LTD,3,2022-01-01,FOUR WHEELER
SWARAJ AUTOMOTIVES LTD,1,2022-01-01,FOUR WHEELER
TATA ADVANCED SYSTEMS LTD,1,2022-01-01,FOUR WHEELER
TATA MOTORS LTD,38354,2022-01-01,FOUR WHEELER
TATA MOTORS PASSENGER VEHICLES LTD,420154,2022-01-01,FOUR WHEELER
TELCO LTD,1,2022-01-01,FOUR WHEELER
TOYOTA KIRLOSKAR MOTOR PVT LTD,140655,2022-01-01,FOUR WHEELER
TVS MOTOR COMPANY LTD,16,2022-01-01,FOUR WHEELER
VE COMMERCIAL VEHICLES LTD,15,2022-01-01,FOUR WHEELER
VINTAGE VEHICLES,42,2022-01-01,FOUR WHEELER
VOLKSWAGEN AG,32,2022-01-01,FOUR WHEELER
VOLKSWAGEN INDIA PVT LTD,345,2022-01-01,FOUR WHEELER
VOLVO AUTO INDIA PVT LTD,1602,2022-01-01,FOUR WHEELER
"""VOLVO GROUP INDIA PVT LTD""",3,2022-01-01,FOUR WHEELER
WILLYS INDIA LTD,6,2022-01-01,FOUR WHEELER
WUXI SAIGE (IMPORTER: WARIVO MOTOR),2,2022-01-01,FOUR WHEELER
ADISHWAR AUTO RIDE INDIA PVT LTD,1350,2022-01-01,TWO WHEELER
ADRIS ELECTRIC PVT LTD,226,2022-01-01,TWO WHEELER
AFTEK MOTORS INDIA PVT LTD,186,2022-01-01,TWO WHEELER
AHMED MOTORS,18,2022-01-01,TWO WHEELER
AJS MOTORCYCLES LTD,1,2022-01-01,TWO WHEELER
ALTIUS EV TECH PVT LTD,67,2022-01-01,TWO WHEELER
AMO MOBILITY SOLUTIONS PVT LTD,1496,2022-01-01,TWO WHEELER
AMPERE VEHICLES PRIVATE LIMITED,79859,2022-01-01,TWO WHEELER
AMPERE VEHICLES PVT LTD,2391,2022-01-01,TWO WHEELER
ANCHI MOTORCYCLE (IMPORTER: ECOTRINITY AUTOMOBILE,6,2022-01-01,TWO WHEELER
ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),1,2022-01-01,TWO WHEELER
ANVITA AUTO TECH WORKS PVT LTD,30,2022-01-01,TWO WHEELER
ATHER ENERGY LTD,51813,2022-01-01,TWO WHEELER
ATOMEX E-MOTORS INDIA PVT LTD,3,2022-01-01,TWO WHEELER
AUTOROLA INDIA TO,1,2022-01-01,TWO WHEELER
AYAAN ELECTRONIC PVT LTD,132,2022-01-01,TWO WHEELER
BAJAJ AUTO LTD,1673679,2022-01-01,TWO WHEELER
BATTRE ELECTRIC MOBLITY PVT LTD,516,2022-01-01,TWO WHEELER
BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,13130,2022-01-01,TWO WHEELER
BGAUSS AUTO PRIVATE LIMITED,1983,2022-01-01,TWO WHEELER
BLIX CYCLES AND E-VEHICLES PVT LTD,45,2022-01-01,TWO WHEELER
BMW INDIA PVT LTD,6697,2022-01-01,TWO WHEELER
BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,484,2022-01-01,TWO WHEELER
BOUNCE ELECTRIC 1 PVT LTD,4515,2022-01-01,TWO WHEELER
BSA MOTORS,2,2022-01-01,TWO WHEELER
CHANDANA CORPORATION,426,2022-01-01,TWO WHEELER
CLASSIC LEGENDS PVT LTD,40968,2022-01-01,TWO WHEELER
DAO EVTECH PRIVATE LIMITED,102,2022-01-01,TWO WHEELER
DILLI ELECTRIC AUTO PVT LTD,2,2022-01-01,TWO WHEELER
DSK MOTOWHEELS PVT LTD.,1,2022-01-01,TWO WHEELER
DUCATI INDIA PVT LTD,374,2022-01-01,TWO WHEELER
DUCATI MOTOR HOLDING S.P.A,2,2022-01-01,TWO WHEELER
ECO FUEL SYSTEMS (I) PVT LTD,728,2022-01-01,TWO WHEELER
EICHER MOTORS LTD,2,2022-01-01,TWO WHEELER
ELECTRECA VEHICLES,93,2022-01-01,TWO WHEELER
ELTHOR ENERGY PRIVATE LIMITED,735,2022-01-01,TWO WHEELER
ENGTIAN ELECTRIC BIKE PVT LTD,141,2022-01-01,TWO WHEELER
ESCORTS CONSTRUCTION EQUIPMENT LTD,24,2022-01-01,TWO WHEELER
ESCORTS R&D CENTRE,1,2022-01-01,TWO WHEELER
EVTRIC MOTORS PVT LTD,162,2022-01-01,TWO WHEELER
EXERVAL PVT LTD,127,2022-01-01,TWO WHEELER
FIADO INDUSTRIES PVT LTD,5,2022-01-01,TWO WHEELER
GODREJ AND BOYCE MFG CO LTD,1,2022-01-01,TWO WHEELER
GO GREEN EOT (ENERGY OF THINGS) PVT LTD,7,2022-01-01,TWO WHEELER
GOREEN E-MOBILITY PVT LTD,5345,2022-01-01,TWO WHEELER
GREAVES ELECTRIC MOBILITY PVT LTD,410,2022-01-01,TWO WHEELER
GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),8,2022-01-01,TWO WHEELER
HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),359,2022-01-01,TWO WHEELER
H-D MOTOR COMPANY INDIA PVT LTD,61,2022-01-01,TWO WHEELER
HERO ELECTRIC VEHICLE PVT LTD,2538,2022-01-01,TWO WHEELER
HERO ELECTRIC VEHICLES PVT. LTD,97828,2022-01-01,TWO WHEELER
HERO HONDA MOTORS LTD,79,2022-01-01,TWO WHEELER
HERO MOTOCORP LTD,5031592,2022-01-01,TWO WHEELER
HILLMAN MOTORS LTD,1,2022-01-01,TWO WHEELER
HONDA CARS INDIA LTD,1027,2022-01-01,TWO WHEELER
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,3862940,2022-01-01,TWO WHEELER
HONGHUA INTER CO LTD,1,2022-01-01,TWO WHEELER
HONGKONG YIXING (IMPORTER: ADMS MARKETING),14,2022-01-01,TWO WHEELER
HOP ELECTRIC MOBILITY PVT LTD,2,2022-01-01,TWO WHEELER
HOUSTAN INNOVATION LLP,33,2022-01-01,TWO WHEELER
HYUNDAI MOTOR INDIA LTD,3,2022-01-01,TWO WHEELER
INDIA KAWASAKI MOTORS PVT LTD,3257,2022-01-01,TWO WHEELER
INDIA YAMAHA MOTOR PVT LTD,544760,2022-01-01,TWO WHEELER
IRA EDUTECH PVT LTD,98,2022-01-01,TWO WHEELER
IVOOMI INNOVATION PVT LTD,627,2022-01-01,TWO WHEELER
IZANAU ELECTRIC LLP,32,2022-01-01,TWO WHEELER
JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),31,2022-01-01,TWO WHEELER
JIANGSU SUNHOU (IMPORTER: SABOO TOR),1,2022-01-01,TWO WHEELER
JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),41,2022-01-01,TWO WHEELER
JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),12,2022-01-01,TWO WHEELER
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),496,2022-01-01,TWO WHEELER
JITENDRA NEW EV-TECH PVT. LTD,9553,2022-01-01,TWO WHEELER
JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),9,2022-01-01,TWO WHEELER
JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),37,2022-01-01,TWO WHEELER
KABIRA MOBILITY LLP,107,2022-01-01,TWO WHEELER
KAWASAKI HEAVY INDUSTRIES LTD,5,2022-01-01,TWO WHEELER
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2085,2022-01-01,TWO WHEELER
KINETIC MOTOR COMPANY LIMITED,9,2022-01-01,TWO WHEELER
KLB KOMAKI PVT LTD,3487,2022-01-01,TWO WHEELER
KYTE ENERGY PVT. LTD.,18,2022-01-01,TWO WHEELER
LECTRIX E VEHICLES PVT LTD,2350,2022-01-01,TWO WHEELER
LML LIMITED,6,2022-01-01,TWO WHEELER
LOCAL TRAILER MANUFACTURER,1,2022-01-01,TWO WHEELER
LOHIA AUTO INDUSTRIES LTD.,1,2022-01-01,TWO WHEELER
M2GO ELECTRIC VEHICLE PVT LTD,4,2022-01-01,TWO WHEELER
MAA LUXMI E-VEHICLES PVT. LTD.,18,2022-01-01,TWO WHEELER
MAHINDRA & MAHINDRA LIMITED,117,2022-01-01,TWO WHEELER
MAHINDRA TWO WHEELERS LTD,5,2022-01-01,TWO WHEELER
MAJESTIC AUTO LTD,2,2022-01-01,TWO WHEELER
MARUTHISAN PVT LTD,84,2022-01-01,TWO WHEELER
MARUTI SUZUKI INDIA LTD,37,2022-01-01,TWO WHEELER
MEW ELECTRICALS LIMITED,3215,2022-01-01,TWO WHEELER
MINI METRO EV L.L.P,1,2022-01-01,TWO WHEELER
MIRAKLE 5 AUTOMOBILES PVT LTD,18,2022-01-01,TWO WHEELER
MOTOROYALE KINETIC PRIVATE LIMITED,2,2022-01-01,TWO WHEELER
M/S VISHNU CLEAN ENERGY VEHICLES LLP,3,2022-01-01,TWO WHEELER
MV AGUSTA INDIA PVT LTD,1,2022-01-01,TWO WHEELER
NDS ECO MOTORS PVT LTD,28,2022-01-01,TWO WHEELER
NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),208,2022-01-01,TWO WHEELER
NISIKI TECHNOLOGIES PVT LTD,167,2022-01-01,TWO WHEELER
NUMEROS MOTORS PVT LTD,335,2022-01-01,TWO WHEELER
ODYSSE ELECTRIC VEHICLES PVT LTD,313,2022-01-01,TWO WHEELER
OKAYA EV PVT LTD,8914,2022-01-01,TWO WHEELER
OKINAWA AUTOTECH PVT LTD,103621,2022-01-01,TWO WHEELER
OLA ELECTRIC TECHNOLOGIES PVT LTD,109403,2022-01-01,TWO WHEELER
OMJAY EV LIMITED,172,2022-01-01,TWO WHEELER
OTHERS,160257,2022-01-01,TWO WHEELER
OZOTEC AUTOMOBILE PRIVATE LIMITED,93,2022-01-01,TWO WHEELER
PIAGGIO VEHICLES PVT LTD,47388,2022-01-01,TWO WHEELER
POLARIS INDIA PVT LTD,14,2022-01-01,TWO WHEELER
PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),23,2022-01-01,TWO WHEELER
PUR ENERGY PVT LTD,14953,2022-01-01,TWO WHEELER
QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),98,2022-01-01,TWO WHEELER
QUANTUM ENERGY LTD.,25,2022-01-01,TWO WHEELER
REVOLT INTELLICORP PVT LTD,14912,2022-01-01,TWO WHEELER
RGM BUSINESS PLUS PVT LTD,1565,2022-01-01,TWO WHEELER
ROWWET MOBILITY PVT LTD,143,2022-01-01,TWO WHEELER
ROYAL-ENFIELD (UNIT OF EICHER LTD),644456,2022-01-01,TWO WHEELER
SBTEK E MOTO PVT LTD,19,2022-01-01,TWO WHEELER
SHRI BARSANA E-VEHICLES PVT LTD,1,2022-01-01,TWO WHEELER
SMV,26,2022-01-01,TWO WHEELER
SRIVARU MOTORS PVT LTD,60,2022-01-01,TWO WHEELER
SUPERECO AUTOMOTIVE CO,14,2022-01-01,TWO WHEELER
SUZUKI MOTORCYCLE INDIA PVT LTD,648474,2022-01-01,TWO WHEELER
TATA MOTORS LTD,1,2022-01-01,TWO WHEELER
THUKRAL ELECTRIC BIKES PVT LTD,1,2022-01-01,TWO WHEELER
TORK MOTORS PVT LTD,319,2022-01-01,TWO WHEELER
TRIUMPH MOTORCYCLES (INDIA) PVT LTD,1014,2022-01-01,TWO WHEELER
TUNWAL E MOTORS PVT LTD,58,2022-01-01,TWO WHEELER
TVS MOTOR COMPANY LTD,2385442,2022-01-01,TWO WHEELER
TYST DRIVE INDIA PVT LTD,40,2022-01-01,TWO WHEELER
WARDWIZARD INNOVATIONS & MOBILITY LIMITED,314,2022-01-01,TWO WHEELER
WHITE CARBON MOTORS PVT LTD,82,2022-01-01,TWO WHEELER
WUXI DONGMA (IMPORTER: DYNAM PRECISION),6,2022-01-01,TWO WHEELER
WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),2,2022-01-01,TWO WHEELER
WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),4,2022-01-01,TWO WHEELER
WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),6,2022-01-01,TWO WHEELER
WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),12,2022-01-01,TWO WHEELER
WUXI SAIGE (IMPORTER: WARIVO MOTOR),1,2022-01-01,TWO WHEELER
WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),15,2022-01-01,TWO WHEELER
XYZ1,1,2022-01-01,TWO WHEELER
YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),25,2022-01-01,TWO WHEELER
YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),1,2022-01-01,TWO WHEELER
YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),13,2022-01-01,TWO WHEELER
ZAP (HK) (IMPORTER: IZANAU ELECTRIC),35,2022-01-01,TWO WHEELER
ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),10,2022-01-01,TWO WHEELER
ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),90,2022-01-01,TWO WHEELER
ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),21,2022-01-01,TWO WHEELER
ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),7,2022-01-01,TWO WHEELER
3EV INDUSTRIES PVT LTD,390,2022-01-01,THREE WHEELER
3S INDUSTRIES PRIVATE LIMITED,68,2022-01-01,THREE WHEELER
A3T INCORPORTED,8,2022-01-01,THREE WHEELER
AADHYA ENTERPRISES,517,2022-01-01,THREE WHEELER
AADITYA GARBAGE PRODUCTS PVT LTD,10,2022-01-01,THREE WHEELER
AAHANA COMMERCE PVT LTD,310,2022-01-01,THREE WHEELER
AARGEE ELECTRIC,13,2022-01-01,THREE WHEELER
ACCRETION POWER AUTOS,608,2022-01-01,THREE WHEELER
ADAPT MOTORS PVT LTD,3,2022-01-01,THREE WHEELER
ADIDEV TECHNOA PVT LTD,168,2022-01-01,THREE WHEELER
ADITYA ENTERPRISES,3,2022-01-01,THREE WHEELER
ADITYA SAI INDUSTRIES,129,2022-01-01,THREE WHEELER
AGRAWAL RENEWABLE ENERGY PVT LTD,1,2022-01-01,THREE WHEELER
AJAY MOTORS PRIVATE LIMITED,33,2022-01-01,THREE WHEELER
A K AUTTO ELECTRICAL,3,2022-01-01,THREE WHEELER
A K GUPTA & CO.,433,2022-01-01,THREE WHEELER
ALBEDO VISION PVT LTD,14,2022-01-01,THREE WHEELER
ALLFINE INDUSTRIES PVT LTD,5883,2022-01-01,THREE WHEELER
ALTIER ELECTRIC VEHICLES PVT LTD,1626,2022-01-01,THREE WHEELER
ALTIGREEN PROPULSION LABS PVT LTD,699,2022-01-01,THREE WHEELER
ALTIUS TECHNOLOGIES,9,2022-01-01,THREE WHEELER
AMAN AUTOMOBILES,30,2022-01-01,THREE WHEELER
AMAN ELECTRIC VEHICLES,39,2022-01-01,THREE WHEELER
AMBIKA ENTERPRISES,92,2022-01-01,THREE WHEELER
AMBIKA INDUSTRIES,1159,2022-01-01,THREE WHEELER
ANJALI AUTO COMPONENTS,21,2022-01-01,THREE WHEELER
ANJALI TRADERS,75,2022-01-01,THREE WHEELER
ANKUSH AUTO DEALS,2,2022-01-01,THREE WHEELER
APARNA INDUSTRIES,86,2022-01-01,THREE WHEELER
A P I MOTORS PVT LTD,814,2022-01-01,THREE WHEELER
APM AUTO SALES,399,2022-01-01,THREE WHEELER
APSARA ENTERPRISE,379,2022-01-01,THREE WHEELER
ARCHIT ENTERPRISES,564,2022-01-01,THREE WHEELER
ARD EXIM,41,2022-01-01,THREE WHEELER
ARMAN GREEN VEHICLES PVT LTD,14,2022-01-01,THREE WHEELER
ARNA ELECTRIC AUTO PVT LTD,344,2022-01-01,THREE WHEELER
ARROW AUTOMOTIVE,2782,2022-01-01,THREE WHEELER
ASHA IMPEX,61,2022-01-01,THREE WHEELER
ASHWA ELECTRIC,1,2022-01-01,THREE WHEELER
ASTER AUTOMOTIVE PVT LTD,2,2022-01-01,THREE WHEELER
ATTOLENT AUTO GROUP PVT LTD,456,2022-01-01,THREE WHEELER
ATUL AUTO LTD,18280,2022-01-01,THREE WHEELER
ATUT SANGAM,943,2022-01-01,THREE WHEELER
AUTOECO GREEN ENERGY PVT LTD,21,2022-01-01,THREE WHEELER
AUTOHAUS PRIVATE LIMITED,485,2022-01-01,THREE WHEELER
AUTOLITE (INDIA) LIMITED,64,2022-01-01,THREE WHEELER
A.V.AUTOMOTIVES PVT LTD,1451,2022-01-01,THREE WHEELER
AVL ELECTRIC VEHICLES PVT LTD,1480,2022-01-01,THREE WHEELER
AVON CYCLE LTD INDIA,40,2022-01-01,THREE WHEELER
AVON CYCLES LTD,760,2022-01-01,THREE WHEELER
BABA E-VEHICLES,288,2022-01-01,THREE WHEELER
BAGHWAN RIKSHAW UDYOG,3,2022-01-01,THREE WHEELER
BAJAJ AUTO LTD,226552,2022-01-01,THREE WHEELER
BAJAJ IMPLEMENTS PVT. LTD,195,2022-01-01,THREE WHEELER
BALAN ENGINEERING PVT LTD,105,2022-01-01,THREE WHEELER
BAL GOPAL WHEELS PVT LTD,64,2022-01-01,THREE WHEELER
BALI AUTO INDUSTRIES,333,2022-01-01,THREE WHEELER
BENTINCK INDUSTRIES PVT. LTD.,254,2022-01-01,THREE WHEELER
BEST WAY AGENCIES PVT LTD,6445,2022-01-01,THREE WHEELER
BESTWAY AGENCIES PVT LTD,141,2022-01-01,THREE WHEELER
BESTWAY BANARASH,12,2022-01-01,THREE WHEELER
BHADAURIA ENTERPRISES,7,2022-01-01,THREE WHEELER
BHAVE ELECTRIC VEHICLES PVT LTD,1591,2022-01-01,THREE WHEELER
BHM INDUSTRIES,1028,2022-01-01,THREE WHEELER
BIG BULL TRADER PVT LTD,307,2022-01-01,THREE WHEELER
BIJNOR ENTERPRISES,52,2022-01-01,THREE WHEELER
BRIGHT AUTOZONE PVT LTD,3702,2022-01-01,THREE WHEELER
BRIGHT METAL WORKS,7,2022-01-01,THREE WHEELER
CAPITAL AUTO INDUSTRIES,1545,2022-01-01,THREE WHEELER
CART INDIA,7,2022-01-01,THREE WHEELER
CEEON INDIA,394,2022-01-01,THREE WHEELER
CELLETRON MOTOR WORKS,11,2022-01-01,THREE WHEELER
CHAMPION POLY PLAST,13090,2022-01-01,THREE WHEELER
CHARUVIKRAM AUTOMOBILE PVT LTD,6,2022-01-01,THREE WHEELER
CHAUHAN AUTO INDUSTRIES,406,2022-01-01,THREE WHEELER
CHEHAK BATTERIES,223,2022-01-01,THREE WHEELER
CITADEL ENTERPRISES(OPC) PVT LTD,36,2022-01-01,THREE WHEELER
CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,827,2022-01-01,THREE WHEELER
C M OVERSEAS,34,2022-01-01,THREE WHEELER
CONTINENTAL ENGINES PVT LTD,5424,2022-01-01,THREE WHEELER
CYRUS AUTO INDUSTRIES PVT LTD,24,2022-01-01,THREE WHEELER
DAKSH INDUSTRIES,3225,2022-01-01,THREE WHEELER
DASHMESH TRADERS,83,2022-01-01,THREE WHEELER
DAVE EXIM PVT LTD,243,2022-01-01,THREE WHEELER
DD AUTO PVT LTD,13,2022-01-01,THREE WHEELER
DEEP DRAWN TECHNOLOGIES,4,2022-01-01,THREE WHEELER
DE EUSI MOTORS PVT LTD.,720,2022-01-01,THREE WHEELER
DELTA AUTOCORP LTD,1334,2022-01-01,THREE WHEELER
DESMOTO ELECTRICS PVT LTD,1,2022-01-01,THREE WHEELER
DHAR INTERNATIONAL,104,2022-01-01,THREE WHEELER
DIAMOND E VEHICLES,303,2022-01-01,THREE WHEELER
DILLI ELECTRIC AUTO PVT LTD,13987,2022-01-01,THREE WHEELER
DIVANSU AUTOMOBILES LTD,142,2022-01-01,THREE WHEELER
DIVYA ENTERPRISES,744,2022-01-01,THREE WHEELER
DSF INDUSTRIES PVT LTD,14,2022-01-01,THREE WHEELER
D S INDUSTRIES,46,2022-01-01,THREE WHEELER
DUKE AUTO INDIA,610,2022-01-01,THREE WHEELER
DYNAVOLT TECHNOLOGY INDIA LTD,11,2022-01-01,THREE WHEELER
DYS IMPEX PRIVATE LIMITED,421,2022-01-01,THREE WHEELER
E-ASHWA AUTOMOTIVE PVT LTD,129,2022-01-01,THREE WHEELER
EBUZZ MOBILITY LLP,1,2022-01-01,THREE WHEELER
ECO DYNAAMIC EQUIPMENTS,47,2022-01-01,THREE WHEELER
ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,29,2022-01-01,THREE WHEELER
ECO SMART VEHICLES PVT LTD,453,2022-01-01,THREE WHEELER
ECOYAN ELECTRIC MOTOR VEHICLES PVT LTD,4,2022-01-01,THREE WHEELER
EDMRC MANNSCHAFT LLP,49,2022-01-01,THREE WHEELER
EEVEE ENGINEERING PVT LTD,20,2022-01-01,THREE WHEELER
EFEV CHARGING SOLUTION PVT LTD,82,2022-01-01,THREE WHEELER
E-GURU AUTO ENERGY,12,2022-01-01,THREE WHEELER
ELECTROTHERM (INDIA) LIMITED,5,2022-01-01,THREE WHEELER
ELEPHANTA INDUSTRIES PVT LTD,49,2022-01-01,THREE WHEELER
ELITE AUTO ENGINEERS PVT LTD,509,2022-01-01,THREE WHEELER
E-MOTION AUTOMOTIVE INDUSTRY LLP,367,2022-01-01,THREE WHEELER
ENERGY ELECTRIC VEHICLES,6263,2022-01-01,THREE WHEELER
ENTICE IMPEX PVT LTD,188,2022-01-01,THREE WHEELER
EPOWER VEHICLES PVT LTD,43,2022-01-01,THREE WHEELER
E ROYCE MOTORS INDIA PVT LTD,1381,2022-01-01,THREE WHEELER
ETRIO AUTOMOBILES PVT LTD,179,2022-01-01,THREE WHEELER
EULER MOTORS PVT LTD,647,2022-01-01,THREE WHEELER
EVBHARAT RANGE PRIVATE LIMITED,15,2022-01-01,THREE WHEELER
EVCO AUTOMOBILES PVT LTD,57,2022-01-01,THREE WHEELER
EVEX AUTO INDIA PVT LTD,297,2022-01-01,THREE WHEELER
EVOLUTION AUTOTECH,2,2022-01-01,THREE WHEELER
EXIDE INDUSTRIES LTD,1056,2022-01-01,THREE WHEELER
EXTRA FAST SOLUTIONS,401,2022-01-01,THREE WHEELER
EXTREME MOTORS,177,2022-01-01,THREE WHEELER
FEDE INDUSTRIES PVT LTD,395,2022-01-01,THREE WHEELER
FIRST CHOICE ELECTRIC VEHICLES PVT LTD,268,2022-01-01,THREE WHEELER
FITWEL MOBILITY PVT LTD,31,2022-01-01,THREE WHEELER
FIVE ELEMENTS,23,2022-01-01,THREE WHEELER
GAURI AUTO INDIA PVT. LTD,10,2022-01-01,THREE WHEELER
GAYATRI ELECTRIC VEHICLES PVT LTD,2048,2022-01-01,THREE WHEELER
G & G AUTOMOTIVE,699,2022-01-01,THREE WHEELER
GKON ELECTRIC MOTOR VEHICLES PVT LTD,864,2022-01-01,THREE WHEELER
G.K. RICKSHAW PVT LTD,4151,2022-01-01,THREE WHEELER
G. M. VEHICLE INDUSTRIES,9,2022-01-01,THREE WHEELER
GOBIND INDUSTRIES PVT LTD,12,2022-01-01,THREE WHEELER
GODAWARI TECHNO SOLUTIONS PVT LTD,86,2022-01-01,THREE WHEELER
GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,644,2022-01-01,THREE WHEELER
GOODWILL HI PRECISION WORKS PVT LTD,25,2022-01-01,THREE WHEELER
GOPAL AUTO MOTORS PVT LTD,1054,2022-01-01,THREE WHEELER
GRAM TARANG EMPLOYABILITY TRAINNING SERVICES P LTD,65,2022-01-01,THREE WHEELER
GRD MOTORS,2155,2022-01-01,THREE WHEELER
GREEN EVOLVE PVT LTD,69,2022-01-01,THREE WHEELER
GREEN IMPEX,175,2022-01-01,THREE WHEELER
GREEN KAIKETSU AUTOMATIVE IND,1,2022-01-01,THREE WHEELER
GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,5,2022-01-01,THREE WHEELER
GREEN SHUTTLE TECHNOLOGY PVT LTD,36,2022-01-01,THREE WHEELER
GREEN STAR MOTORS,15,2022-01-01,THREE WHEELER
GREENTECH AUTO LLP,6,2022-01-01,THREE WHEELER
GREEN TECHNOLOGIES,43,2022-01-01,THREE WHEELER
GREEN VALLEY MOTORS,14,2022-01-01,THREE WHEELER
GREENWHEELS AUTOMOBILE PVT LTD,905,2022-01-01,THREE WHEELER
GURU JI WHEELS,117,2022-01-01,THREE WHEELER
GURUKIRPA INDUSTRIES,57,2022-01-01,THREE WHEELER
G WILLIAMS FABRICATIONS LTD,2,2022-01-01,THREE WHEELER
HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,12,2022-01-01,THREE WHEELER
HARSH TRADING CO,45,2022-01-01,THREE WHEELER
HERO ELECTRIC VEHICLES PVT. LTD,1,2022-01-01,THREE WHEELER
HERO MOTOCORP LTD,1,2022-01-01,THREE WHEELER
HIM TEKNOFORGE LTD,449,2022-01-01,THREE WHEELER
HINDUSTAN MOTOR CORPORATION,1162,2022-01-01,THREE WHEELER
HITECH ELECTRIC AUTO CO,2,2022-01-01,THREE WHEELER
HI-TECH INDUSTRIES,297,2022-01-01,THREE WHEELER
HITECH MECHANICAL WORKS,2,2022-01-01,THREE WHEELER
HITEK ELECTRIC AUTO CO,5,2022-01-01,THREE WHEELER
HOOGHLY MOTORS PVT LTD,2599,2022-01-01,THREE WHEELER
HOP MOTORS PVT LTD,217,2022-01-01,THREE WHEELER
HOTAGE INDIA,4397,2022-01-01,THREE WHEELER
HOVEL CYLINDER PVT LTD,21,2022-01-01,THREE WHEELER
HUNDAL INDUSTRIES,848,2022-01-01,THREE WHEELER
HYKON INDIA LTD,307,2022-01-01,THREE WHEELER
INDIAN MOTORS,1114,2022-01-01,THREE WHEELER
INDIA SAFE ENTERPRISE,16,2022-01-01,THREE WHEELER
INDIA YAMAHA MOTOR PVT LTD,1,2022-01-01,THREE WHEELER
INVVIGORS INDIA,9,2022-01-01,THREE WHEELER
JADE KOREA SPINE LIFE,20,2022-01-01,THREE WHEELER
JAIDKA POWER SYSTEMS PVT LTD,636,2022-01-01,THREE WHEELER
JAIN POWER CORP,64,2022-01-01,THREE WHEELER
JAISIK BUSINESS LINKS PVT LTD,224,2022-01-01,THREE WHEELER
JAJODIA COMMODITIES PVT LTD,396,2022-01-01,THREE WHEELER
JAYDEV ENTERPRISE,23,2022-01-01,THREE WHEELER
JESSUN TECHNO PVT LTD,155,2022-01-01,THREE WHEELER
JITENDRA NEW EV-TECH PVT. LTD,66,2022-01-01,THREE WHEELER
JITENDRA TEMPO PARTS,680,2022-01-01,THREE WHEELER
JOYRAM STEEL FABRICATION WORKS,3,2022-01-01,THREE WHEELER
J P AUTO TECH,82,2022-01-01,THREE WHEELER
J. S. AUTO (P) LTD,8322,2022-01-01,THREE WHEELER
J S MOBILEON PVT LTD,6,2022-01-01,THREE WHEELER
JS MOBILEON PVT LTD,306,2022-01-01,THREE WHEELER
KABMAX ELECTRIC AUTOMOBILES PVT. LTD,263,2022-01-01,THREE WHEELER
KALIKA VAHAN PVT LTD,2,2022-01-01,THREE WHEELER
KALINGA VENTURES INDIA PVT LTD,110,2022-01-01,THREE WHEELER
KALPVRIKSH ELECTOMOBILES CO,136,2022-01-01,THREE WHEELER
KAMAZ INDUSTRIES,61,2022-01-01,THREE WHEELER
